handle,name,developer,description,rating,reviews,category,has_free_plan,min_price,max_price,url
parcel2go-shipping,Parcel2Go Shipping,Parcel2Go.com,"Save time and reduce shipping costs with discounted courier rates, automated label printing, order tracking and UK shipping integrations for Shopify.",4.6,12.0,orders-and-shipping-shipping-solutions-shipping,True,,,https://apps.shopify.com/parcel2go-shipping
orbestra-ai-winback,Orbestra: AI Winback,Orbestra Labs,"Orbestra finds Shopify customers who stopped buying, writes personal AI win-back emails, and sends them automatically. Install today, win back tomorrow.",,,marketing-and-conversion-marketing-email-marketing,True,19.0,99.0,https://apps.shopify.com/orbestra-ai-winback
manifold-token-gate,Manifold Merch Bridge,Manifold Technologies Ltd.,Add token gating to your Shopify store. Offer NFT holders exclusive items and discounts on your products!,2.6,6.0,selling-products-digital-goods-and-services-nfts-and-tokengating,True,,,https://apps.shopify.com/manifold-token-gate
juni,Juni,Juni,,5.0,1.0,,True,,,https://apps.shopify.com/juni
repairtracker,RepairTracker: Work Orders,"Takame Studio, LLC","Keep repair customers informed from intake to pickup. Manage tickets, parts, photos, and invoices from one app designed for Shopify repair shops.",,,store-management-support-helpdesk,True,29.0,29.0,https://apps.shopify.com/repairtracker
vtober,Vtober: AI SEO Blog Automation,heicarbook,Vtober: Automatically create SEO-optimized blog posts from your products using AI. Effortless content marketing.,4.8,9.0,store-design-content-blogs,True,8.9,39.0,https://apps.shopify.com/vtober
beaubus-favicons-app,BEAUBUS Favicons,BEAUBUS,A set of cross-browser and cross-device favicons for your Shopify store. One-click installation.,,,,True,,,https://apps.shopify.com/beaubus-favicons-app
teescape-fulfillment,Teescape: Print On Demand,Teescape,"Easy to launch your print-on-demand business without hidden costs or gated features.  Faster, more consistent fulfillment.  Most order ship in 4 days or less.",4.6,19.0,finding-products-sourcing-options-print-on-demand-pod,True,,,https://apps.shopify.com/teescape-fulfillment
fiscal-receipt-kazakhstan,ShopiCraft OFD KZ,ShopiCraft,,,,orders-and-shipping-orders-invoices-and-receipts,True,5.0,50.0,https://apps.shopify.com/fiscal-receipt-kazakhstan
ecs-usp-bar,ECS USP Bar,EcodeSoft Solutions,"ECS USP Bar highlights offers, discounts, trust badges, and key store updates.",,,,True,4.99,9.99,https://apps.shopify.com/ecs-usp-bar
ezml-chat-recommendations,EzSuite: AI Store Manager,EzShopper Technologies Inc.,"AI Shopping Assistant for your store, Inventory Demand forecasting, Low Stock alerts & competitor price monitoring — One App for chat, stock, and pricing tools.",,,orders-and-shipping-inventory-inventory-optimization,True,29.0,240.0,https://apps.shopify.com/ezml-chat-recommendations
trello-tools,Trello Tools,"Boohead, Inc.",Effortless E-commerce Collaboration with Trello,5.0,2.0,orders-and-shipping-inventory-erp,False,5.0,29.0,https://apps.shopify.com/trello-tools
componently-banners-ui,Componently: Banners & UI,Componently,,5.0,2.0,store-design-notifications-banners,True,,,https://apps.shopify.com/componently-banners-ui
shofeed,Shofeed Meta & Google Feed,WEB HEALTH,"Generate Meta and Google XML product feeds for Shopify. Sync your catalog, automate updates, and run high-performing ads with Shofeed.",,,sales-channels-selling-online-product-feeds,True,9.0,9.0,https://apps.shopify.com/shofeed
stockclock,StockClock,Foxry,Forecast days until stockout for every product based on real sales velocity. Get reorder recommendations and low stock alerts. Free plan available.,,,orders-and-shipping-inventory-inventory-optimization,True,7.99,7.99,https://apps.shopify.com/stockclock
block-po-boxes-lockers,modlet: Block PO Box & Lockers,modlet,"Stop costly carrier return fees with unlimited, free PO Box blocking. Prevent undeliverable addresses instantly. Upgrade for custom routing and exemptions.",5.0,1.0,,True,10.99,99.99,https://apps.shopify.com/block-po-boxes-lockers
wellspring-attribution,Wellspring Attribution,Wellspring Attribution,,5.0,6.0,store-management-operations-analytics,False,149.0,499.0,https://apps.shopify.com/wellspring-attribution
glowingbud,Glowingbud,Glowing Bud Canada Inc.,"Shop global and local eSIM data plans for seamless travel connectivity. Instant delivery, secure payments, and worldwide coverage for travelers & businesses",,,,True,,,https://apps.shopify.com/glowingbud
product-questions-and-answers,AI Product Questions & Answers,Orivis Dev,,,,store-management-support-faq,True,15.0,40.0,https://apps.shopify.com/product-questions-and-answers
easy-canonicals-1,Easy Canonical Links,BeanieOwl,,5.0,1.0,store-design-site-optimization-seo,True,,,https://apps.shopify.com/easy-canonicals-1
product-variant-reorder,Bulk Variant Options Reorder,Nodus Works,,,,store-management-operations-bulk-editor,True,4.99,4.99,https://apps.shopify.com/product-variant-reorder
kitkarts,Kit Karts,ShopPad Inc.,,4.3,67.0,marketing-and-conversion-marketing-abandoned-cart,True,9.99,9.99,https://apps.shopify.com/kitkarts
aetrex-size-right,Aetrex Achilles,Aetrex Technology,,,,,True,,,https://apps.shopify.com/aetrex-size-right
toos-returns-exchanges,TooS Returns & Exchanges,Sick Apps,"Self-service returns page, email notifications, auto generated return labels, refund to original payment method",,,orders-and-shipping-returns-and-warranty-returns-and-exchanges,True,,,https://apps.shopify.com/toos-returns-exchanges
seo-quick-fix-checklist,SEO Check & Optimierung,Max Benz,,,,,True,,,https://apps.shopify.com/seo-quick-fix-checklist
accessguard-1,AccessGuard ‑ Visibility Rules,GuardApps,"Control access to wholesale areas, protected products, and gated storefront content with customer approval workflows and automated access management.",,,store-management-security-accounts-and-login,True,9.0,39.0,https://apps.shopify.com/accessguard-1
build-your-own-earrings,Build Your Own Earrings,Brilliance Hub,"Offer customers a seamless way to design their own earrings. Browse styles, choose stones, get smart matching, preview in real time, and buy. ",,,,True,249.0,249.0,https://apps.shopify.com/build-your-own-earrings
fulleseo,FULLeSEO: AI Meta & Alt Tags,Gempulse Infotech Pvt ltd,"Boost store SEO with one AI toolkit: store audit, AI meta tags, bulk image alt text, JSON-LD schema, 301 redirects, and LLMs.txt for AI search.",,,store-design-site-optimization-seo,True,9.99,39.99,https://apps.shopify.com/fulleseo
superbot-ai,SuperBot: AI Support Agent,SuperBot,"Add AI support and live chat to your store. Train answers on store content, recommend products, help customers track orders, and manage conversations in one inb",,,store-management-support-chat,True,25.0,60.0,https://apps.shopify.com/superbot-ai
hff-products,Cartifind: Temu Dropshipping,Cartifind,"Import products from Temu, AliExpress, 1688, SHEIN, Amazon, Alibaba, Etsy, and supplier stores. Use AI editing, inventory sync, and fulfillment tools.",4.6,55.0,finding-products-sourcing-options-dropshipping,True,14.95,99.95,https://apps.shopify.com/hff-products
saleswarp,SalesWarp Ship,SalesWarp,"Easily manage orders and shipping across multiple sales channels. Access discounted shipping rates, generate packing slips and shipping labels, and more! ",,,,True,,,https://apps.shopify.com/saleswarp
1-click-auto-ai-seo-llms-txt,1 click AI SEO + meta + ALTS,PIXELWOLF Media,"Optimize your Shopify store’s SEO with automated meta descriptions, ALT text, and full AI-powered optimization for Google and emerging AI chat platforms.",5.0,1.0,store-design-site-optimization-seo,True,,,https://apps.shopify.com/1-click-auto-ai-seo-llms-txt
affiliate-product-feed,Affiliate Product Feed,Alliant Development Inc.,,,,,True,15.0,60.0,https://apps.shopify.com/affiliate-product-feed
aglaia,Aglaia: AI Virtual Try‑On,Future Labs,Let shoppers see your products on themselves from one photo. Aglaia adds an AI virtual try-on to your product pages for more confidence and fewer returns.,,,store-design-images-and-media-3d-ar-vr,True,15.0,35.0,https://apps.shopify.com/aglaia
dieter-privacy,Dieter macht den Datenschutz,simply Legal GmbH,,,,store-management-security-legal,True,9.88,9.88,https://apps.shopify.com/dieter-privacy
descripai,DescripAI,Shopspilot,"Generate product titles, descriptions, and SEO tags instantly 
using AI. Upload a photo or enter a product name and get a 
complete listing in seconds.",,,store-design-content-product-content,True,12.99,39.99,https://apps.shopify.com/descripai
order-editing,OrderEditing.com,Order Editing,Used by Aviator Nation and Oh Polly. Let customers edit their order without contacting support and upsell product recommendations as it happens.,5.0,290.0,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,99.0,599.0,https://apps.shopify.com/order-editing
product-cart-page-info-box-1,Product Info Plus,Pittsburgh spray equipment ,,,,store-design-notifications-banners,True,5.0,12.0,https://apps.shopify.com/product-cart-page-info-box-1
truebeepify,TrueBeep: Smart Wallet Loyalty,Truebeep,"Reward customers with points and wallet passes. Automate marketing with email, SMS, and analytics to build loyalty and drive repeat purchases.",,,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,True,,,https://apps.shopify.com/truebeepify
salemate,TL: Post Purchase Upsell,Tek Labs,"Boost your AOV at the very last minute and aftersell conversions by offering irresistible post purchase coupons and discounts on Check out, Thank you page",4.9,23.0,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,,,https://apps.shopify.com/salemate
ninja-auto-tagger,Ninja Auto Tagger ‑ Orders,Ninja Apps,"Automate your Shopify order tags using 30+ conditions. Tag or untag orders instantly with advanced rules, no code needed. Try Ninja Auto Tagger today!",,,,True,,,https://apps.shopify.com/ninja-auto-tagger
magical-custom-fields,Magical Custom Fields & Upload,Magical Apps,"Shopify custom fields app. Add a text box, dropdown, date pickers & order notes to any product or checkout + File Uploads. Built for Shopify. Free trial.",4.8,81.0,selling-products-custom-products-product-variants,True,2.99,4.99,https://apps.shopify.com/magical-custom-fields
lotes-y-caducidades,LogistiX Lotes y Caducidades,Thinking Idea ,"Easily manage Shopify inventory by batch and expiry date. Prevent expired product sales, streamline stock control, and stay compliant with regulations.",,,,True,20.0,100.0,https://apps.shopify.com/lotes-y-caducidades
lumabeacon,LumaBeacon: AI SEO&AEO Booster,Zippi,"Make your Shopify products easier for AI shopping tools to understand with live prices, availability, and product details that sync automatically.",,,store-design-site-optimization-seo,True,5.99,14.99,https://apps.shopify.com/lumabeacon
morning-pulse-daily-reports,Morning Pulse ‑ Daily Reports,FRENCHMOB,"Get yesterday's orders, net sales, and customer count in a daily email at 7 AM your local time. Seven-day trend on every metric. Read-only, no dashboard.",,,store-management-operations-analytics,True,24.0,24.0,https://apps.shopify.com/morning-pulse-daily-reports
import-app,B2B Bulk Quote & Catalog,"Kleis Commerce Tech Co., Ltd.",,,,finding-products-sourcing-options-wholesale,True,50.0,50.0,https://apps.shopify.com/import-app
bulk-image-optimizer,WEBP: Bulk Image Compress SEO,Escape,"Make your store faster and improve SEO. Our app automatically converts and compresses your images to the modern WEBP format in bulk, saving you time for SEO.",5.0,5.0,store-design-images-and-media-image-editor,True,20.0,200.0,https://apps.shopify.com/bulk-image-optimizer
wholesale-order-limit,Wholesale Order Limits ‑ MOQ ,Wholesale Solutions,"Set MOQ, order limits, cart limits, quantity restrictions, min max rules, and purchase limits for products, collections, and checkout in Shopify.",,,marketing-and-conversion-checkout-order-limits,True,,,https://apps.shopify.com/wholesale-order-limit
bulk-discount-code-generator,SaleX: Bulk discount generator,Arvest Main,Increase sales in your store by applying mass discounts for high sales. The bulk discount code generator APP can do all the work automatically for your growth.,,,,True,7.0,7.0,https://apps.shopify.com/bulk-discount-code-generator
carma-treeapp,Plant Trees with the Carma App,Carma,"Install for free and pay from 50p per tree planted. Access all features, pay as you grow, and enhance your eco-credentials with every sale. Make an impact now.",5.0,2.0,,True,,,https://apps.shopify.com/carma-treeapp
smarty-discount,Neezon: Smarty Discounts,Neezon,"Our app transforms Shopify discounts with advanced features, including multi-currency and market targeting, customer segmentation, and complex condition rules. ",5.0,3.0,marketing-and-conversion-promotions-discounts,True,9.99,99.99,https://apps.shopify.com/smarty-discount
logistictqs,ALTIS logistics ,vertixsol,,,,,True,,,https://apps.shopify.com/logistictqs
margin-protector,Margin Protector,WrapDevs,"Margin Protector calculates margin in real time at checkout and blocks orders that fall below your minimum threshold from discounts, shipping, and fees.",,,selling-products-pricing-pricing-optimization,True,9.99,9.99,https://apps.shopify.com/margin-protector
shop-the-clothing-combination,Shop the Clothing Combination,Creatives Data,Drive cross-sells by showcasing complete outfits on product pages. Customers can add matching items to cart instantly. ,,,marketing-and-conversion-upsell-and-bundles-product-bundles,True,1.99,20.0,https://apps.shopify.com/shop-the-clothing-combination
salesforce-integration-4,Salesforce Product Import,TechMarbles,"Seamlessly integrate Salesforce with your Shopify store. Automatically sync product data, inventory, and details to keep your e-commerce platform updated.",,,orders-and-shipping-inventory-inventory-sync,True,25.0,25.0,https://apps.shopify.com/salesforce-integration-4
eazy-swatches,Eazy Swatches,Mandolly Tech,"Boost sales by enhancing the product page by beautifying variant options using color swatch, image swatch, button, dropdown & more. Group products as option.",4.9,21.0,,True,,,https://apps.shopify.com/eazy-swatches
streamlined,Streamlined,Streamlined Financial Inc.,"Streamlined is a powerful, automated invoicing and accounts receivable app that syncs directly with Shopify and QuickBooks.",4.4,7.0,orders-and-shipping-orders-invoices-and-receipts,True,,,https://apps.shopify.com/streamlined
comera-ai-bulk-image-video,Comera: AI Bulk Image & Video,Comera AI,"Generate automated studio quality bulk product images, ads and videos for your catalog. Connect your store, automate and scale your brand with AI product photo.",5.0,1.0,,True,19.0,99.0,https://apps.shopify.com/comera-ai-bulk-image-video
flash-talk,Flash Talk AI Assistant,Flash Talk,Flash Talk adds a voice and chat AI assistant to your store. It answers shoppers from your live orders and products and helps them add to cart.,,,store-management-support-chat,True,30.0,249.0,https://apps.shopify.com/flash-talk
microsoft-advertising,Microsoft Channel,Microsoft,,3.2,323.0,marketing-and-conversion-advertising-ads,True,,,https://apps.shopify.com/microsoft-advertising
smart-breadcrumbs-by-tiwaa,Smart Breadcrumbs ‑ by Tiwaa,Tiwaa LLC,"Automatically add breadcrumb trails to your store. Help customers navigate, reduce bounce rates, and improve SEO with structured data.",,,,True,4.99,4.99,https://apps.shopify.com/smart-breadcrumbs-by-tiwaa
cashshield,CashShield,"Atlas & Lila, Inc.","Control Cash on Delivery at checkout. Hide, rename, or reorder COD by cart total, pin code, customer tags, and product type. Built for India and SEA markets.",,,,True,19.99,19.99,https://apps.shopify.com/cashshield
confirmq,ConfirmQ Order Automation,zantacsolution,"ConfirmQ helps merchants confirm COD orders, send WhatsApp updates, recover abandoned carts, detect risky buyers, and track order performance.",,,store-management-support-chat,True,4.99,14.99,https://apps.shopify.com/confirmq
post-purchase-upsells,Post Purchase Upsell ‑ MT,Mandasa Technologies,"Increase AOV with one-click post purchase upsells, funnels, targeting, analytics, translations, and customizable customer experiences.",,,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,,,https://apps.shopify.com/post-purchase-upsells
mofavo,Mofavo Connector,Mofavo,,,,orders-and-shipping-inventory-inventory-sync,True,,,https://apps.shopify.com/mofavo
salestrike,SaleStrike,Seed Technologies,SaleStrike: Easy Strikethrough Pricing for Shopify Sales,3.9,4.0,marketing-and-conversion-promotions-discounts,True,8.99,8.99,https://apps.shopify.com/salestrike
beautiful-brands,Eye Catching ‑ Logo Bar & Grid,Stackedboost,"Add a scrolling logo bar or static logo grid to any page. Showcase brands, partners and press logos with no coding. Works with any OS 2.0 theme.
",5.0,1.0,,True,3.9,3.9,https://apps.shopify.com/beautiful-brands
ga-insert-code,"GA: Insert Code, Custom Code",GoodApps,,,,store-design-content-product-content,False,,,https://apps.shopify.com/ga-insert-code
sticky-add-to-cart,Sticky Add To Cart Bar Pro,Great Apps Factory,Sticky Add To Cart Bar on the product page makes potential users pay attention to your products when the customer scrolls the page.,4.9,35.0,marketing-and-conversion-checkout-cart-customization,True,3.0,10.0,https://apps.shopify.com/sticky-add-to-cart
bulk-discount-register-form,Haptech B2B Wholesale Pricing,haptech,"Boost B2B sales with Haptech. Set up tiered wholesale pricing, volume discounts, customer tagging, and gated catalogs with reliable, native performance.",5.0,2.0,marketing-and-conversion-promotions-discounts,True,,,https://apps.shopify.com/bulk-discount-register-form
ur-mobile-navigation-menu-bar,UR: Mobile Navigation｜Menu Bar,UnReact Inc.,Add a mobile navigation menu to your store to improve user experience and sales.,,,store-design-search-and-navigation-search-and-filters,True,3.99,3.99,https://apps.shopify.com/ur-mobile-navigation-menu-bar
easy-sales-confirmation,Easy Sales Confirmation | 更新確認,コマースメディア株式会社 CommerceMedia.Inc.,,5.0,1.0,,True,5.0,5.0,https://apps.shopify.com/easy-sales-confirmation
anvil-1,Anvil ‑ Product Options,Astoylo,"Add custom options and personalization fields to your Shopify products. Built on theme app blocks, so your fields keep working through theme updates.",,,,True,9.99,9.99,https://apps.shopify.com/anvil-1
mod-y,Mod‑y,Pichka ,"ai picture generator, image ai generator, image try on, video try on, ai clothes change, ai fashion video, ai photo and video shooting, ai agents platform
",,,store-design-images-and-media-image-gallery,True,,,https://apps.shopify.com/mod-y
bsdropshipping,BSDropshipping: Order Fulfill,"shenzhen bsdropshipping trading co., ltd","Reliable 3PL fulfillment and private label services from China. Fast global shipping, no MOQ,  and seamless order fulfillment for growing brands",4.7,47.0,finding-products-sourcing-options-dropshipping,True,,,https://apps.shopify.com/bsdropshipping
termtool,Termtool,Justack,,,,store-management-security-legal,True,19.0,19.0,https://apps.shopify.com/termtool
social-chat-buttons,QChat: WhatsApp & Chat Buttons,Klaxon,,5.0,3.0,store-management-support-chat,True,5.0,5.0,https://apps.shopify.com/social-chat-buttons
shade-finder-virtual-try-on,Match My Makeup Shade Finder,Match my Makeup,Find personalized color matches & boost conversions with Match My Makeup's scientific shade finder for face & lips. An online digital makeup artist!     ,5.0,1.0,store-design-images-and-media-3d-ar-vr,True,200.0,200.0,https://apps.shopify.com/shade-finder-virtual-try-on
elfsight-back-to-top,Elfsight Scroll to Top Button,Elfsight,,,,,True,5.99,5.99,https://apps.shopify.com/elfsight-back-to-top
simple-nps-survey,Simple NPS Survey,Simplicity Apps,"Collect NPS scores and post-purchase feedback right on your Shopify thank you page. Simple setup, clear insights and better customer retention.",5.0,1.0,store-management-support-surveys,True,7.99,7.99,https://apps.shopify.com/simple-nps-survey
nexora-product-labels,Nexora Product Labels & Badges,Nexora,Boost sales with Nexora! Create eye-catching product labels & custom badges. Use dynamic data like inventory or discounts to drive urgency. Try it today!,4.4,14.0,store-design-design-elements-badges-and-icons,True,7.0,7.0,https://apps.shopify.com/nexora-product-labels
np-kakebarai-shipment,NP掛け払い 請求書発行依頼アプリ,Colony Interactive,,,,,True,,,https://apps.shopify.com/np-kakebarai-shipment
eu-withdrawal-cancel-button,Frontend Familiar Withdrawal,Frontend Familiar,,,,,True,4.99,4.99,https://apps.shopify.com/eu-withdrawal-cancel-button
ticketflow-v2,Ticket Flow ‑ Better support,South tech,"TicketFlow brings storefront support into Shopify Admin: tickets with customer & order context, email alerts, and links from your store menu and accounts.",,,store-management-support-helpdesk,True,9.9,9.9,https://apps.shopify.com/ticketflow-v2
picklist,BR Pick List Pro,BR Data Solutions,Eliminate picking and packing errors in Shopify by creating a picklist and scanning orders with your phone.,3.7,27.0,store-management-operations-workflow-automation,True,19.99,19.99,https://apps.shopify.com/picklist
advanced-pre-order,Advanced PreOrder‑ Partial pay,Shine Dezign Infonet,"Boost sales with our Advanced pre-order app. Advanced features include partial payments, back-in-stock alerts, and customizable badges. Try it now!",4.6,156.0,marketing-and-conversion-upsell-and-bundles-pre-orders,True,3.99,30.99,https://apps.shopify.com/advanced-pre-order
mimi-garage-floor-configurator,MiMi Garage Floor Configurator,MiMi,"Empower your customers to design, visualize, and quote their dream garage floor instantly using our garage floor configurator tool",,,,True,49.0,49.0,https://apps.shopify.com/mimi-garage-floor-configurator
announcement-bars-1,Announcement Bar ‒ Smart Sales,Fukuru Design LLC,"Drive more sales with smart announcement bars. Add different bars, coupon codes, and custom CTAs to your storefront — no coding required. Set up in minutes.",,,store-design-notifications-banners,True,5.99,5.99,https://apps.shopify.com/announcement-bars-1
go-profit,GoProfit: Profit Analytics,GODISOFT,"Real-time Tracking for Complete Profit Clarity. GoProfit tracks Net profit, P&L, ROAS, LTV & margins, helping ecom brands track true profit and scale faster.",4.8,84.0,store-management-operations-analytics,True,12.0,59.0,https://apps.shopify.com/go-profit
hidden-collections,Hide Collection ‑ VIP Presales,Impress,,3.3,5.0,,True,5.0,99.0,https://apps.shopify.com/hidden-collections
referbell,Referbell,Referbell,"Launch a referral program in minutes with no code. Offer rewards, prevent fraud, auto-generate coupons, and track ROI with real-time analytics.",,,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,True,49.0,399.0,https://apps.shopify.com/referbell
christmas-calendar-by-saio,Saio: Daily Deals Calendar,PreviewX,"With our Saio: Daily Deals Calendar, you can offer year-round promotions and discounts to your customers.",3.0,17.0,selling-products-digital-goods-and-services-event-booking,True,,,https://apps.shopify.com/christmas-calendar-by-saio
product-views-counter,PVC ‑ Product Views Counter,Horline Solutions,"Track real user visits to your products with our simple application. Customize the views widget, and create dynamic collections based on views.",5.0,1.0,marketing-and-conversion-social-trust-social-proof,True,0.99,1.99,https://apps.shopify.com/product-views-counter
printway-io-print-on-demand,Printway ‑ Print On Demand,"PRINTWAY CO., LTD",,,,finding-products-sourcing-options-print-on-demand-pod,True,,,https://apps.shopify.com/printway-io-print-on-demand
xero-6,Xero,Xero,,4.0,19.0,store-management-finances-accounting,True,25.0,90.0,https://apps.shopify.com/xero-6
qliro-extension,Qliro Extension,Qliro AB,,,,,True,,,https://apps.shopify.com/qliro-extension
sellthetrend,Sell The Trend AI Dropshipping,SELL THE TREND CORP.,,4.5,52.0,finding-products-sourcing-options-dropshipping,True,29.97,299.97,https://apps.shopify.com/sellthetrend
checkout-profile-blocks,Jaidul Checkout Customizer,Jaidul,Transform your Shopify checkout experience with Checkout Profile Blocks. Easily customize your checkout page using drag-and-drop extensions including one-click ,,,,True,5.99,23.99,https://apps.shopify.com/checkout-profile-blocks
talk-to-us-now,TalktoNow,PF,,,,store-management-support-chat,True,10.0,65.0,https://apps.shopify.com/talk-to-us-now
aabhas,Aabhas: Fastest Virtual Tryon,Aabhas,Empower shoppers with AI virtual try-ons that reduce returns. Track conversion lift and engagement with real-time analytics designed for Shopify merchants.,,,,True,9.99,49.0,https://apps.shopify.com/aabhas
ur-smart-marquee-logo,UR: Smart Marquee Logo,UnReact Inc.,,,,store-design-images-and-media-image-gallery,True,3.99,3.99,https://apps.shopify.com/ur-smart-marquee-logo
extendons-product-tag-images,Extendons Product Tag Images,Extendons,"Enhance Store product tags with custom icons and images. Highlight fabrics, sizes, care tips & more to create a cleaner, engaging shopping experience.",5.0,1.0,,True,,,https://apps.shopify.com/extendons-product-tag-images
sa-101-ur-user-guide-app,UR: User Guide｜How to Buy,UnReact Inc.,"Add a step-by-step ""How to Buy"" guide to your Shopify store. Choose from 5 design styles and customize each step with titles, images, colors, and more.
",,,,True,3.99,3.99,https://apps.shopify.com/sa-101-ur-user-guide-app
blustream,Blustream Unboxing,Blustream,The Blustream Shopify App helps businesses engage in SMS conversations around what your customers care most about: the products you sell them.,,,marketing-and-conversion-marketing-sms-marketing,True,25.0,25.0,https://apps.shopify.com/blustream
shelfbeacon,ShelfBeacon,DerifiOwner,"ShelfBeacon helps Shopify merchants review catalog changes, fix-first product issues, competitor signals, exports, and daily email digests.",,,store-management-operations-analytics,False,9.0,29.0,https://apps.shopify.com/shelfbeacon
jaimads,Jaimads,Jaim,,,,marketing-and-conversion-advertising-ads,True,53.0,115.0,https://apps.shopify.com/jaimads
flexsee-ai-predictions,Flexsee AI Predictions,Flexsee AI,"Connect Shopify to Flexsee, enable the tracking pixel, and use Wizard Flow for predictive audiences and recommendations in Klaviyo, Mailchimp, and Meta.",,,marketing-and-conversion-advertising-ads,True,29.0,29.0,https://apps.shopify.com/flexsee-ai-predictions
pos-metafield-viewer,Item Explorer,Item Dojo,"Item Explorer extends the capability of your point of sale, allowing complex metafield data viewing.",,,,False,79.0,79.0,https://apps.shopify.com/pos-metafield-viewer
vinto,Vinto Sync,Vinto,"Connectez Shopify à Vinto pour synchroniser produits, stocks et commandes et éviter les écarts d’inventaire.",,,orders-and-shipping-inventory-inventory-sync,True,149.0,249.0,https://apps.shopify.com/vinto
whatsapp-button-chat,Zoko: WhatsApp for D2C Brands,Bourbon Science Inc.,"WhatsApp marketing, automation & cart recovery for Shopify. Broadcast campaigns, recover abandoned carts, AI bots, shared inbox, catalog checkout.",4.9,382.0,store-management-support-chat,True,49.99,499.99,https://apps.shopify.com/whatsapp-button-chat
popseekl-channel,Popseekl,Popseekl,Popseekl is where new generations shop from the hottest brands and creators around. This app allows brands to seamlessly sync their store to our marketplace.,,,,True,,,https://apps.shopify.com/popseekl-channel
salepilot-bulk-price-editor,Sale Scheduler by SalePilot,E-SAFQA,"Schedule Shopify sales, bulk edit prices, preview changes, create recurring campaigns, and roll back prices safely with Sale Scheduler by SalePilot.",,,store-management-operations-bulk-editor,True,5.0,49.0,https://apps.shopify.com/salepilot-bulk-price-editor
product-options-builder,"Fast Product Options, Variants",Product Options Builder,Give your customers the power to fully customize products with advanced product options and variant customization for your products.,5.0,4.0,selling-products-custom-products-product-variants,True,,,https://apps.shopify.com/product-options-builder
ifirma,iFirma | Integracja WP Desk,WP Desk,,,,orders-and-shipping-orders-invoices-and-receipts,True,9.99,9.99,https://apps.shopify.com/ifirma
shipkasa,ShipKASA,ShipKASA,ShipKasa: Shipping Labels & Fulfillment for Shopify,5.0,3.0,orders-and-shipping-shipping-solutions-shipping,True,,,https://apps.shopify.com/shipkasa
referral-and-affiliates,Referral Program ‑ Shopjar,Shopjar,Create and launch referral programs in Shopify with the all-in-one Referral and Affiliate Marketing app for Shopify.,4.9,121.0,marketing-and-conversion-advertising-affiliate-programs,True,7.0,29.0,https://apps.shopify.com/referral-and-affiliates
checkout-ai-b2b-rules,Checkout AI: B2B Checkout,Smith Crafts LLC,"Set B2B wholesale minimums, hide or rename payment and delivery options, and require case-pack quantities at checkout — no code. Built visually or drafted by AI.",,,marketing-and-conversion-checkout-order-limits,True,9.99,39.0,https://apps.shopify.com/checkout-ai-b2b-rules
sheetsync-app,Gridwell ‑ Bulk Edit in Sheets,Ovenir,"Bulk edit Shopify prices and variant metafields from a Google Sheet. 
Preview every change, push in one click, and undo any bulk edit anytime.",,,store-management-operations-bulk-editor,True,10.0,10.0,https://apps.shopify.com/sheetsync-app
simon-data,Simon Data,Simon Data,,,,,True,,,https://apps.shopify.com/simon-data
cooup-app,COOUP,MOOMENN LLC,"Make products available to creators, track attributed activity, manage commissions, and review creator performance from one place.",,,,True,29.0,199.0,https://apps.shopify.com/cooup-app
smart-stories-1,Smart Stories | Video Story,Smart Stories,"Create Shoppable Stories. Auto-generate them based on your images and videos or upload your content manually. Increase products viewed, engagement and sales. ",5.0,8.0,store-design-images-and-media-video-and-livestream,True,24.99,99.99,https://apps.shopify.com/smart-stories-1
joolen-point-app,[ジョーレン] ポイントアプリ,株式会社ジョーレン,,,,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,True,25.0,25.0,https://apps.shopify.com/joolen-point-app
freegiftly,Giftly,Expound Coderz Pvt Ltd,"Create cart-based rules to add gifts and discounts automatically. Control promotions based on products, collections, or cart value.",,,marketing-and-conversion-promotions-discounts,True,5.99,19.99,https://apps.shopify.com/freegiftly
recovery-cart-1,Recovery Cart,CDN,"Add a WhatsApp chat button to your online store so customers can message you instantly. Simple setup, no code required, free to use.",,,store-management-support-chat,True,,,https://apps.shopify.com/recovery-cart-1
poscafe,POS Cafe: Coffee Shops & QSR,POS Cafe,"No need for Square! Transform Shopify into the ultimate POS for coffee shops, restaurants & cafes with modifiers, order ticket printing, open tabs, KDS & more.",5.0,19.0,sales-channels-selling-in-person-retail,True,29.0,199.0,https://apps.shopify.com/poscafe
hyrekit,HyreKit ‑ Rental Bookings,Offsite OÜ,"Rent or book products by the date range. HyreKit reserves the whole window so items never double-book, with multi-unit availability, deposits and a calendar.",,,selling-products-digital-goods-and-services-event-booking,True,14.0,29.0,https://apps.shopify.com/hyrekit
coattend,CoAttend ‑ Booking app,CoAttend,"Sell your events, classes, workshops, activities, appointments, seminars, tours and more.",4.7,11.0,selling-products-digital-goods-and-services-event-booking,True,9.0,49.0,https://apps.shopify.com/coattend
