handle,name,category,reviews,rating,reviews_gained,rank_now,rank_change,days_observed,elapsed_days,reviews_per_day
profitkoala-upsell-bundle,Koala Bundles Volume Discounts,marketing-and-conversion-promotions-discounts,753,4.9,0,38,0,1e-09,0.0,
automizely-reviews,AfterShip Product Reviews,marketing-and-conversion-social-trust-product-reviews,752,4.9,0,83,0,1e-09,0.0,
essential-cart-drawer,Essent Cart Drawer Cart Upsell,marketing-and-conversion-checkout-cart-customization,749,5.0,0,4,0,1e-09,0.0,
doofinder,DOOFINDER ‑ Search & Discovery,store-design-search-and-navigation-search-and-filters,742,4.7,0,40,0,1e-09,0.0,
rebuy,Rebuy Personalization Engine,marketing-and-conversion-checkout-cart-customization,741,4.7,0,21,0,1e-09,0.0,
ap-speed-optimizer,Avada Image & Page Speed Up,store-design-images-and-media-image-editor,734,5.0,0,4,0,1e-09,0.0,
auto-currency-switcher-1,Nova: Multi Currency Converter,store-design-internationalization-currency-and-translation,730,4.9,0,5,0,1e-09,0.0,
simple-bundles,Simple Bundles & Kits,marketing-and-conversion-upsell-and-bundles-product-bundles,727,4.8,0,10,0,1e-09,0.0,
slashcart-tiktok-shop-sync,TikTok Shop Integration — SPL,sales-channels-selling-online-marketplaces,721,4.9,0,1,0,1e-09,0.0,
transtore-language-and-currency,TS ‑ AI Language Translate,store-design-internationalization-currency-and-translation,721,4.6,0,12,0,1e-09,0.0,
shopify-subscriptions,Shopify Subscriptions,selling-products-payments-subscriptions,720,3.7,0,9,0,1e-09,0.0,
return-prime,Return Prime:Return & Exchange,orders-and-shipping-shipping-solutions-shipping,719,4.8,0,7,0,1e-09,0.0,
event-promotion-bar,Hextom: Countdown Timer Bar,marketing-and-conversion-promotions-discounts,717,4.9,0,8,0,1e-09,0.0,
shopney-mobile-app,Shopney ‑ Mobile App Builder,store-design-storefronts-mobile-app-builder,713,5.0,0,2,0,1e-09,0.0,
gift-card-loyalty-program,Rise Gift Cards & Store Credit,marketing-and-conversion-gifts-gift-cards,707,4.8,0,7,0,1e-09,0.0,
product-bundles-discounts-by-revy,Unlimited Bundles & Discounts,marketing-and-conversion-promotions-discounts,692,4.8,0,41,0,1e-09,0.0,
reviews-co-uk-product-and-merchant-review-collection,REVIEWS.io Product Reviews App,store-design-site-optimization-seo,689,4.7,0,36,0,1e-09,0.0,
wholesale-pricing-discount,Wholesale Pricing Discount B2B,selling-products-pricing-pricing-quotes,686,4.9,0,6,0,1e-09,0.0,
doran-reviews-questions,Doran Product Reviews App & QA,marketing-and-conversion-social-trust-product-reviews,682,4.9,0,16,0,1e-09,0.0,
avada-pdf-invoice,AG Order Printer PDF Invoice,orders-and-shipping-orders-invoices-and-receipts,680,4.9,0,12,0,1e-09,0.0,
langify,langify ‑ translate your store,store-design-internationalization-currency-and-translation,680,4.7,0,35,0,1e-09,0.0,
order-printer-templates,Order Printer Templates,orders-and-shipping-orders-invoices-and-receipts,680,4.9,0,24,0,1e-09,0.0,
slide-cart,Amp Slide Cart Upsell Drawer,marketing-and-conversion-checkout-cart-customization,678,5.0,0,16,0,1e-09,0.0,
loop-subscriptions,Loop Subscriptions App,selling-products-payments-subscriptions,676,5.0,0,6,0,1e-09,0.0,
variant-image-automator,SA Variant Image Automator,store-design-images-and-media-image-gallery,671,4.8,0,7,0,1e-09,0.0,
snapchat-ads,Snapchat Ads,marketing-and-conversion-advertising-ads,670,4.6,0,9,0,1e-09,0.0,
whatsapp,WhatsApp,orders-and-shipping-orders-order-tracking,670,4.3,0,5,0,1e-09,0.0,
request-for-quote-by-omega,"QS Request a Quote, Hide Price",selling-products-pricing-pricing-quotes,668,4.8,0,7,0,1e-09,0.0,
storeseo,StoreSEO SEO & Image Optimizer,store-design-content-blogs,667,5.0,0,3,0,1e-09,0.0,
ordersify-product-alerts,Ordersify: Restocked Alerts,marketing-and-conversion-upsell-and-bundles-stock-alerts,665,4.9,0,37,0,1e-09,0.0,
powr-form-builder,POWR Contact Form Builder,store-design-notifications-forms,662,4.6,0,11,0,1e-09,0.0,
courses-app,Tevello Courses & Communities,selling-products-digital-goods-and-services-digital-products,661,5.0,0,2,0,1e-09,0.0,
wholesale-hub,B2B Wholesale Hub,selling-products-pricing-pricing-quotes,661,4.7,0,16,0,1e-09,0.0,
shopify-forms,Shopify Forms,store-design-notifications-pop-ups,655,4.4,0,7,0,1e-09,0.0,
trust-badge-by-giraffly,SEOWILL ‑ Trust Badges & Icon,store-design-design-elements-badges-and-icons,651,4.9,0,8,0,1e-09,0.0,
spin-wheel,Wheelify Spin Wheel Discount,store-design-notifications-pop-ups,650,4.8,0,17,0,1e-09,0.0,
benchmark-hero,SEO Image Optimizer Wizard,store-design-images-and-media-image-editor,647,4.8,0,21,0,1e-09,0.0,
seguno,Seguno Email Marketing,store-design-notifications-pop-ups,646,4.8,0,18,0,1e-09,0.0,
redo,Redo,store-management-support-helpdesk,644,5.0,0,1,0,1e-09,0.0,
multilingual-shop-by-gtranslate,Translate store ‑ GTranslate,store-design-internationalization-currency-and-translation,643,4.7,0,24,0,1e-09,0.0,
email-templates,Orderly Emails ‑ Templates App,marketing-and-conversion-marketing-abandoned-cart,629,3.8,0,37,0,1e-09,0.0,
shiprocket,Shiprocket: eCommerce Shipping,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,629,4.1,0,2,0,1e-09,0.0,
reputon-amazon-affiliate,Reputon Amazon Importer,finding-products-sourcing-options-dropshipping,627,4.9,0,3,0,1e-09,0.0,
qikify-upsell-bundle,Qikify Upsell & Cross‑sell,marketing-and-conversion-checkout-cart-customization,625,4.8,0,40,0,1e-09,0.0,
shipstation,ShipStation,orders-and-shipping-shipping-solutions-shipping,621,4.3,0,11,0,1e-09,0.0,
volume-discount-by-hulkapps,HA Discount Bundles & BOGO,marketing-and-conversion-upsell-and-bundles-product-bundles,617,4.6,0,74,0,1e-09,0.0,
lably,Product Labels & Badges—Lably,store-design-design-elements-badges-and-icons,616,5.0,0,2,0,1e-09,0.0,
multi-carrier-shipping-label,PH MultiCarrier Shipping Label,orders-and-shipping-shipping-solutions-shipping-rates,615,4.9,0,10,0,1e-09,0.0,
mypost-shipping-australia-post,SellerDash: AusPost Shipping,orders-and-shipping-shipping-solutions-shipping,615,4.7,0,23,0,1e-09,0.0,
fedex-shipping,PH Ship Rate & Track for FedEx,orders-and-shipping-shipping-solutions-shipping-rates,614,5.0,0,28,0,1e-09,0.0,
helpdesk,"Gorgias: AI, Helpdesk & Chat",store-management-support-helpdesk,613,4.2,0,4,0,1e-09,0.0,
variant-option-product-options,Variant Option Product Options,selling-products-custom-products-product-variants,603,4.7,0,39,0,1e-09,0.0,
photo-reviews,Opinew Product Reviews App UGC,marketing-and-conversion-social-trust-product-reviews,602,4.7,0,64,0,1e-09,0.0,
request-for-quote,"SA Request a Quote, Hide Price",store-design-notifications-forms,602,4.8,0,1,0,1e-09,0.0,
localiser,Langwill：AI Language Translate,store-design-internationalization-currency-and-translation,600,4.6,0,17,0,1e-09,0.0,
instafeed-socialwidget,Socialwidget ‑ Instagram Feed,store-design-images-and-media-image-gallery,599,4.9,0,11,0,1e-09,0.0,
login-to-access-pages,"BSS B2B Lock, Login & Password",store-management-security-accounts-and-login,595,4.9,0,7,0,1e-09,0.0,
advanced-reports,Mipler ‑ Custom Reports,store-management-operations-analytics,589,5.0,0,5,0,1e-09,0.0,
session-recording-now,"Propel Replay, Survey, Heatmap",store-management-operations-analytics,588,4.9,0,2,0,1e-09,0.0,
justuno-pop-ups-email-conversion,Justuno ‑ Email & SMS Popups,store-design-notifications-pop-ups,587,4.6,0,94,0,1e-09,0.0,
email-1,"Notify Me, Back in Stock: CW",marketing-and-conversion-upsell-and-bundles-stock-alerts,586,4.8,0,16,0,1e-09,0.0,
volume-discounts-dealeasy,Dealeasy: Volume Discounts App,marketing-and-conversion-promotions-discounts,584,4.9,0,12,0,1e-09,0.0,
moonbundle,Moon Bundles CartDrawer Upsell,marketing-and-conversion-promotions-discounts,583,5.0,0,11,0,1e-09,0.0,
replay,Peek! ‑ Better Replay & Survey,store-management-operations-analytics,579,4.8,0,59,0,1e-09,0.0,
spocket,Spocket: US & EU Dropshipping,finding-products-sourcing-options-dropshipping,578,4.0,0,40,0,1e-09,0.0,
appointment-booking-bookeasy,BookX Appointment Booking App,selling-products-digital-goods-and-services-event-booking,575,4.9,0,7,0,1e-09,0.0,
bulk-image-edit,Hextom: Bulk Image Edit & SEO,store-design-images-and-media-image-editor,569,4.6,0,27,0,1e-09,0.0,
cash-on-delivery-fee,Releasit COD Fee,selling-products-payments-pay-later,566,4.8,0,5,0,1e-09,0.0,
fly-bundles,Fly Upsell & Cross Sell,marketing-and-conversion-upsell-and-bundles-product-bundles,566,4.9,0,26,0,1e-09,0.0,
qikify-popup-social-proof,Qikify Sales Pop up & Proof,store-design-notifications-pop-ups,563,5.0,0,7,0,1e-09,0.0,
smart-checkout-rules,SMART Checkout Rules & Upsells,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,557,5.0,0,4,0,1e-09,0.0,
buddha-mega-menu,Buddha Mega Menu & Navigation,store-design-search-and-navigation-navigation-and-menus,556,4.8,0,12,0,1e-09,0.0,
mulwi-shopping-feeds,Mulwi | 200+ Shopping Feeds,sales-channels-selling-online-product-feeds,555,5.0,0,5,0,1e-09,0.0,
monk-free-gift-with-purchase,Monk Free Gift BOGO CartUpsell,marketing-and-conversion-promotions-discounts,553,4.9,0,26,0,1e-09,0.0,
backup,Rewind Backups,store-management-operations-workflow-automation,546,4.2,0,59,0,1e-09,0.0,
in-cart-upsell,ICU• In Cart Upsell Cross Sell,marketing-and-conversion-checkout-cart-customization,546,4.8,0,59,0,1e-09,0.0,
maxbundle-product-bundles,MaxBundle ‑ Bundles & Upsell,marketing-and-conversion-promotions-discounts,546,4.8,0,22,0,1e-09,0.0,
order-delivery-date-by-identixweb,Delivery Date & Pickup Stellar,orders-and-shipping-shipping-solutions-delivery-and-pickup,540,4.7,0,27,0,1e-09,0.0,
shopify-bundles,Shopify Bundles,marketing-and-conversion-upsell-and-bundles-product-bundles,540,2.8,0,39,0,1e-09,0.0,
seoon-blog,Avada AI Content Blog Builder,store-design-content-blogs,534,5.0,0,5,0,1e-09,0.0,
automizely-page-builder,AfterShip Page Builder,store-design-content-blogs,533,4.8,0,50,0,1e-09,0.0,
schema-plus,Schema Plus ‑ AI & SEO JSON‑LD,store-design-site-optimization-seo,530,5.0,0,30,0,1e-09,0.0,
breadcrumbs-schemas,Webrex:AI SEO Optimizer Schema,store-management-operations-bulk-editor,529,4.8,0,8,0,1e-09,0.0,
google-review-plus-by-entangle-1,Google Reviews Rocket,marketing-and-conversion-social-trust-product-reviews,528,5.0,0,4,0,1e-09,0.0,
product-upsell,Bold AI Upsell & Cross‑Sell,marketing-and-conversion-checkout-cart-customization,528,4.4,0,76,0,1e-09,0.0,
recurpay-subscriptions,Recurpay Subscriptions App,selling-products-payments-subscriptions,522,5.0,0,16,0,1e-09,0.0,
walmart-marketplace-integration,CedCommerce Walmart Connector,sales-channels-selling-online-marketplaces,520,4.8,0,37,0,1e-09,0.0,
customer-pricing,Custom Pricing: Wholesale B2B,finding-products-sourcing-options-wholesale,514,4.4,0,66,0,1e-09,0.0,
google-express-integration,Ced Google Shopping Feed & Ads,sales-channels-selling-online-product-feeds,514,4.5,0,81,0,1e-09,0.0,
opus-cart-drawer-cart-upsell,Ego Cart Drawer Cart Upsell,marketing-and-conversion-checkout-cart-customization,511,5.0,0,17,0,1e-09,0.0,
google-shopping-feed-2,Nabu for Google Shopping Feed,sales-channels-selling-online-product-feeds,509,4.7,0,14,0,1e-09,0.0,
preorder-manager-prequik,PreOrder Now & Pre order | PQ,marketing-and-conversion-upsell-and-bundles-pre-orders,508,4.9,0,29,0,1e-09,0.0,
shineon,ShineOn: Print On Demand,finding-products-sourcing-options-dropshipping,508,4.7,0,19,0,1e-09,0.0,
recommended-products-wiser,Wiser AI ‑ Upsell & Cross Sell,marketing-and-conversion-upsell-and-bundles-product-bundles,507,4.9,0,57,0,1e-09,0.0,
appointments-and-bookings,Easy Appointment Booking App,selling-products-digital-goods-and-services-event-booking,506,4.9,0,3,0,1e-09,0.0,
mps-sales-notification,ToastiBar Sales Popup & Proof,store-design-notifications-pop-ups,504,4.9,0,24,0,1e-09,0.0,
terms-and-conditions-checkbox,TnC: Terms and Conditions Box,store-management-security-legal,503,4.9,0,7,0,1e-09,0.0,
zigpoll,Zigpoll Customer Surveys,store-management-support-surveys,499,5.0,0,3,0,1e-09,0.0,
preorder-manager-1,Preorder Wolf | Pre order now,marketing-and-conversion-upsell-and-bundles-pre-orders,498,4.8,0,22,0,1e-09,0.0,
syncee-1,Syncee Premium AI Dropshipping,finding-products-sourcing-options-wholesale,497,4.1,0,22,0,1e-09,0.0,
kedra-checkout-rules-1,Kedra Checkout Rules & Upsells,marketing-and-conversion-checkout-order-limits,494,4.8,0,2,0,1e-09,0.0,
zipify-oneclickupsell,One Click Upsell ‑ Zipify OCU,marketing-and-conversion-checkout-cart-customization,492,4.5,0,42,0,1e-09,0.0,
monster-upsells,Monster CartUpsell — Free Gift,marketing-and-conversion-checkout-cart-customization,488,4.7,0,60,0,1e-09,0.0,
pre-order,Amai PreOrder Manager + Notify,marketing-and-conversion-upsell-and-bundles-pre-orders,485,4.2,0,44,0,1e-09,0.0,
cartbot-auto-add-to-cart,CartBot: Gift with purchase,marketing-and-conversion-promotions-discounts,483,4.9,0,46,0,1e-09,0.0,
lai-reviews,LAI Product Reviews App,marketing-and-conversion-social-trust-product-reviews,483,4.9,0,20,0,1e-09,0.0,
cloudsearch,XCloud Search & Product Filter,store-design-search-and-navigation-search-and-filters,481,4.9,0,7,0,1e-09,0.0,
ryviu,Ryviu: Reviews & Loyalty App,marketing-and-conversion-social-trust-product-reviews,480,4.9,0,24,0,1e-09,0.0,
upsell-funnel-engine-upsells,UFE Cross Sell & Upsell Bundle,marketing-and-conversion-upsell-and-bundles-product-bundles,479,4.9,0,62,0,1e-09,0.0,
eprolo,EPROLO‑Dropshipping & Branding,finding-products-sourcing-options-dropshipping,477,4.9,0,1,0,1e-09,0.0,
sendcloud,Sendcloud | Shipping Platform,orders-and-shipping-shipping-solutions-shipping-rates,477,4.6,0,4,0,1e-09,0.0,
seo-king,SEO King,store-design-images-and-media-image-editor,476,4.7,0,24,0,1e-09,0.0,
rockit-sales-discounts,Rockit Discounts & Sales App,selling-products-pricing-pricing-optimization,474,4.9,0,9,0,1e-09,0.0,
ecc-cloud-quickbooks-online-integration,Webgility x QuickBooks Desktop,store-management-finances-accounting,473,4.9,0,15,0,1e-09,0.0,
sqsync,QuickSync ‑ All in One App,orders-and-shipping-inventory-inventory-sync,473,4.9,0,36,0,1e-09,0.0,
eu-withdrawal-form,Revoq ‑ EU Withdrawal Button,store-management-security-legal,471,4.9,0,2,0,1e-09,0.0,
loyaltylion,LoyaltyLion Loyalty Program,marketing-and-conversion-customer-loyalty-loyalty-and-rewards,469,4.6,0,44,0,1e-09,0.0,
pify-form-builder,Pify AI Contact Form Builder,store-design-notifications-forms,467,4.6,0,16,0,1e-09,0.0,
store-pickup-and-delivery-date,Bird Pickup Delivery Date,orders-and-shipping-shipping-solutions-delivery-and-pickup,466,4.9,0,16,0,1e-09,0.0,
retail-barcode-labels,Retail Barcode Labels,store-management-operations-bulk-editor,465,2.3,0,12,0,1e-09,0.0,
advanced-product-options,"APO Product Options, Variants",selling-products-custom-products-product-variants,464,4.6,0,31,0,1e-09,0.0,
refersion,Refersion Affiliate Marketing,marketing-and-conversion-advertising-affiliate-programs,460,4.8,0,13,0,1e-09,0.0,
lifetimely-lifetime-value-and-profit-analytics,Lifetimely Profit Analytics,store-management-operations-analytics,459,4.9,0,44,0,1e-09,0.0,
envios-mexico,Envia Shipping and Fulfillment,orders-and-shipping-shipping-solutions-shipping-rates,458,4.3,0,18,0,1e-09,0.0,
intuitive-shipping,Intuitive Shipping,orders-and-shipping-shipping-solutions-shipping-rates,457,5.0,0,9,0,1e-09,0.0,
outfy,Outfy ‑ Social Media Auto Post,store-design-images-and-media-video-and-livestream,457,4.8,0,4,0,1e-09,0.0,
back-in-stock-whatsapp-alerts,"Preorder, Back in stock Duck",marketing-and-conversion-upsell-and-bundles-pre-orders,455,5.0,0,8,0,1e-09,0.0,
estimated-delivery-days,Estimated Delivery Date ‑ ETA,orders-and-shipping-shipping-solutions-delivery-and-pickup,455,4.9,0,3,0,1e-09,0.0,
search-and-discovery,Shopify Search & Discovery,store-design-search-and-navigation-search-and-filters,454,2.8,0,2,0,1e-09,0.0,
mida-session-recording-replay,"MIDA Replay, Heatmap & Insight",store-management-operations-analytics,452,4.9,0,3,0,1e-09,0.0,
xcotton-free-return,Xcotton Post Purchase Guard,orders-and-shipping-returns-and-warranty-returns-and-exchanges,452,5.0,0,1,0,1e-09,0.0,
parcel-panel-returns-exchanges,CWILL Returns & Exchanges,orders-and-shipping-returns-and-warranty-returns-and-exchanges,451,4.9,0,9,0,1e-09,0.0,
automated-description-writing,ChatGPT AI Product Description,store-design-content-product-content,449,4.9,0,1,0,1e-09,0.0,
sale-discount-manager,Heartcoding Sales & Discounts,marketing-and-conversion-promotions-discounts,449,4.9,0,52,0,1e-09,0.0,
bundlesuite,BundleSuite Bundle Builder,marketing-and-conversion-upsell-and-bundles-product-bundles,448,5.0,0,18,0,1e-09,0.0,
recart,Recart: SMS & List Growth,marketing-and-conversion-marketing-sms-marketing,448,4.7,0,38,0,1e-09,0.0,
moosedesk,Moose AI Chatbot & Live Chat,store-management-support-faq,447,5.0,0,4,0,1e-09,0.0,
king-product-options,"King Product Options, Variants",selling-products-custom-products-product-variants,445,4.7,0,46,0,1e-09,0.0,
tapita-ai-seo-blog-builder,Tapita SEO AI Blog Builder,store-design-content-blogs,444,5.0,0,6,0,1e-09,0.0,
sticky-add-to-cart-bar,STKY ‑ Sticky Add To Cart Bar,store-design-notifications-banners,443,4.8,0,24,0,1e-09,0.0,
getsitecontrol-countdown-timer,GSC Countdown Timer Bar,store-design-notifications-banners,441,5.0,0,1,0,1e-09,0.0,
langshop,LangShop AI Language Translate,store-design-internationalization-currency-and-translation,441,4.5,0,16,0,1e-09,0.0,
filemonk,Digital Downloads ‑ Filemonk,selling-products-digital-goods-and-services-digital-products,440,4.9,0,11,0,1e-09,0.0,
gst-invoice-india,WebPlanex: GST Invoice India,store-management-finances-taxes,440,5.0,0,3,0,1e-09,0.0,
meety-appointment-booking,Meety: Appointment Booking App,selling-products-digital-goods-and-services-event-booking,437,5.0,0,10,0,1e-09,0.0,
txtcart-plus,TxtCart AI: SMS Marketing,marketing-and-conversion-marketing-sms-marketing,437,4.9,0,3,0,1e-09,0.0,
product-discount,Bold Discounts ‑ Flash Sales,selling-products-pricing-pricing-optimization,436,4.0,0,73,0,1e-09,0.0,
yanet-barcode-labels,Yanet Retail Barcode Labels,sales-channels-selling-in-person-retail,436,4.9,0,5,0,1e-09,0.0,
essential-loyalty-rewards-program,Essent Loyalty Program Rewards,marketing-and-conversion-promotions-discounts,433,5.0,0,12,0,1e-09,0.0,
icart,iCart Cart Drawer Cart Upsell,marketing-and-conversion-checkout-cart-customization,431,4.8,0,32,0,1e-09,0.0,
joy-subscription,Joy Subscriptions App,selling-products-payments-subscriptions,430,5.0,0,8,0,1e-09,0.0,
quantity-break-limit-purchase,OC Order Limit Quantity Breaks,marketing-and-conversion-upsell-and-bundles-product-bundles,429,4.9,0,13,0,1e-09,0.0,
product-recommendation-quiz-revenuehunt,Product Recommendation Quiz,store-design-notifications-pop-ups,428,4.9,0,10,0,1e-09,0.0,
sufio,Sufio: Invoices You Can Trust,store-management-finances-taxes,427,4.9,0,4,0,1e-09,0.0,
smartbot,SmartBot: Leading AI Chatbot,store-management-support-chat,425,4.7,0,7,0,1e-09,0.0,
ig-fb-shoppable-comments,MetaShop: Instagram & Facebook,marketing-and-conversion-advertising-ads,423,5.0,0,1,0,1e-09,0.0,
image-batch-editor,VF Image Resizer+,store-design-images-and-media-image-editor,420,5.0,0,9,0,1e-09,0.0,
watchlist,Swym Back in Stock Alerts,marketing-and-conversion-marketing-email-marketing,419,4.7,0,63,0,1e-09,0.0,
